relative_index,rx,ry,rz,vx,vy,vz,is_correct,real_particle
0,-0.0001749999999999998,-0.0016916666666666666,5.333333333333333,-0.001291070297875152,-0.00029107117366828646,0.9999991242071453,True,anti-mu
1,-0.006974999999999999,0.006758333333333334,5.333333333333333,-0.0009749995242573919,0.00015892849388227982,0.9999995120587118,True,anti-mu
2,0.0021416666666666667,-0.009025,5.333333333333333,-3.39285594006684e-05,0.0008410711306077624,-0.9999996457240402,True,mu
3,0.007958333333333333,0.006258333333333334,5.333333333333333,-6.785713812653424e-05,-0.0003678571171378946,-0.9999999300382727,True,anti-mu
4,-0.001425,-0.006275,5.333333333333333,-0.001183927719678339,-0.00019285700413810975,0.9999992805604063,True,anti-mu
5,-0.008708333333333334,-0.003491666666666667,5.333333333333333,-0.0010749992575788123,0.00047499967195346486,0.9999993093757152,True,anti-mu
6,0.005141666666666667,0.014925,5.333333333333333,-0.0008428564772932039,-0.0009321421210812521,-0.9999992103517007,True,anti-mu
7,0.004608333333333333,-0.015141666666666666,5.333333333333333,-6.785707051559332e-05,0.0014589270154427023,-0.9999989334631221,True,anti-mu
8,-0.000525,-0.012225,5.333333333333333,-1.607142596762827e-05,-0.000567857051249151,0.9999998386400264,True,mu
9,0.00030833333333333337,0.00017499999999999994,5.333333333333333,-0.0002749998742131997,-0.0009160710095639747,0.9999995425943825,True,anti-mu
10,-0.010841666666666668,0.0019250000000000003,5.333333333333333,-0.0007999994427299038,-0.0008678565383521028,0.9999993034127176,True,anti-mu
11,-0.004508333333333334,-0.0050750000000000005,5.333333333333333,-0.0007428568811053423,-0.00039107129075262114,0.9999996476133881,True,anti-mu
12,-0.0010416666666666667,-0.010241666666666668,5.333333333333333,-0.0003821426047445145,-0.0010839278555331182,0.9999993395334987,True,anti-mu
13,-0.010858333333333336,-0.003775,5.333333333333333,-0.0009089281264738747,0.0003910712371199419,0.9999995104563546,True,anti-mu
14,-0.003908333333333333,-0.0035083333333333334,5.333333333333333,-0.0006249998514537002,0.0002910713593941885,0.9999997623262963,True,mu
15,-0.010391666666666669,0.006191666666666667,5.333333333333333,-0.0005749997401320873,0.0007571425149850172,0.9999995480551535,True,mu
16,-0.007791666666666668,-0.007958333333333333,5.333333333333333,-0.0006339282691593162,-0.0007428567886657167,0.9999995231492567,True,anti-mu
17,-0.008108333333333334,0.0020583333333333335,5.333333333333333,-0.0002660714134510862,0.00020714284537957911,0.9999999431489205,True,mu
18,-0.008458333333333333,0.0008250000000000001,5.333333333333333,-0.00026607131893990546,0.0008678567853413457,0.9999995880152418,True,mu
19,0.015025000000000002,-0.008525000000000001,5.333333333333333,-0.001366070034669775,0.0004178567164754672,-0.9999989796236919,True,anti-mu
20,-0.0012749999999999999,-0.0017916666666666669,5.333333333333333,-0.0008410711080771393,0.0002339284822815571,0.9999996189383554,True,mu
21,-0.006508333333333335,0.004091666666666666,5.333333333333333,-0.0004589285208094052,-9.999998896923017e-05,0.9999998896923014,True,anti-mu
22,0.009741666666666668,0.0011583333333333333,5.333333333333333,-0.0004089284990499964,-0.0004321427806687806,-0.9999998230150343,True,mu
23,0.0011083333333333333,-0.006458333333333334,5.333333333333333,-0.0006660712804419151,3.392856387677337e-05,0.9999997775989259,True,mu
24,0.010641666666666667,-0.004158333333333333,5.333333333333333,-0.0014910697270676472,-0.00024285686570515975,-0.9999988588651549,True,mu
25,-0.006508333333333334,0.003991666666666667,5.333333333333333,-0.0011660705348884185,-0.0004160711097018801,0.9999992335818758,True,mu
26,0.0030083333333333333,-0.005641666666666667,5.333333333333333,-0.0009499994600741246,-0.0004839282963958106,0.9999994316570534,True,anti-mu
27,-0.009241666666666667,-0.002675,5.333333333333333,-0.0004999997845633875,-0.0007821425201681978,0.9999995691265541,True,anti-mu
28,0.003025,-0.0037749999999999993,5.333333333333333,-0.0009749993852463663,-0.0005571425058766987,-0.9999993694840145,True,mu
29,0.005424999999999999,-0.011075000000000002,5.333333333333333,-0.000166071408250385,0.0004660713715298086,-0.9999998775988745,True,anti-mu
30,-0.0027250000000000004,-0.007625,5.333333333333333,-0.0005839284040023505,0.0004821427189115655,-0.9999997132829678,True,anti-mu
31,-0.0037583333333333336,-0.006258333333333334,5.333333333333333,-0.00026607141294637837,0.00021607141588391257,0.9999999412595713,True,anti-mu
32,-0.00014166666666666654,-0.006325,5.333333333333333,-0.001008927980770839,0.0003910711996180889,0.9999994145636517,True,anti-mu
33,-0.004875,0.003841666666666667,5.333333333333333,-0.0011839277416618558,7.142852114277377e-06,0.9999992991317954,True,anti-mu
34,0.0004583333333333334,0.005458333333333333,5.333333333333333,-0.00038214266005706524,0.0009410709431606089,0.9999994841761006,True,anti-mu
35,0.0039250000000000005,-7.500000000000002e-05,5.333333333333333,-0.000841071109802763,0.0002249999147221068,0.9999996209871413,True,mu
36,-0.012925,0.009175000000000003,5.333333333333333,-0.0013499987153988702,0.00028392830125725,0.9999990484436413,True,anti-mu
37,-0.006975000000000001,0.007441666666666667,5.333333333333333,-0.0003589284058069527,-0.0008910710174195116,-0.999999538581314,True,mu
38,0.003875,0.011341666666666667,5.333333333333333,-0.0002839285029426224,0.0006339284185082041,0.9999997587596537,True,anti-mu
39,0.002225,0.010325,5.333333333333333,-0.0010339276000600214,0.0008999991544474613,0.9999990604971787,True,anti-mu
40,-0.0026916666666666664,-0.005608333333333333,5.333333333333333,-6.607142777204962e-05,0.00014107142686174955,0.9999999878667096,True,mu
41,-0.0016250000000000004,-0.0003416666666666666,5.333333333333333,-0.00016607137524634087,-0.0007839283197450361,0.9999996789382922,True,anti-mu
42,0.001975,0.002891666666666666,5.333333333333333,-0.0011839277180137734,0.00019999985583146962,0.9999992791573482,True,mu
43,0.0007416666666666665,0.00037500000000000006,5.333333333333333,-0.001491069683398462,0.0003428567415547201,-0.9999988295795419,True,anti-mu
44,0.009175,0.003991666666666667,5.333333333333333,-3.214283551972991e-05,0.001158927792553722,0.9999993279263791,True,anti-mu
45,0.0023916666666666665,0.010125,5.333333333333333,-0.001158927595577876,-0.0005839280797523122,-0.9999991579570584,True,anti-mu
46,0.003908333333333333,0.0024916666666666668,5.333333333333333,-0.0011178564420193762,-6.607138712491653e-05,-0.9999993730155768,True,mu
47,-0.010858333333333336,-0.004541666666666667,5.333333333333333,-0.00045892828953320296,-0.001008927951682428,0.9999993857244177,True,mu
48,-0.006875000000000002,-0.007908333333333335,5.333333333333333,-0.0013178559928390327,9.285706187619946e-05,0.9999991273161936,True,mu
49,-0.003108333333333333,-0.010475,5.333333333333333,-0.000517857058385503,-0.0002410713892340628,0.9999998368543126,True,anti-mu
50,0.005175,-0.001675,5.333333333333333,-0.00016607134991838122,-0.0009589281173244783,-0.9999995264384739,True,mu
51,0.007508333333333335,-0.012425,5.333333333333333,-0.00021785696507855865,0.0012589275439319045,-0.9999991838195578,True,mu
52,0.006591666666666667,-0.0034916666666666672,5.333333333333333,-0.0012821418029414827,-2.4999979443584016e-05,-0.9999991777433612,True,mu
53,-0.002625,0.004858333333333333,5.333333333333333,-1.6071423427009234e-05,-0.0007999997438968067,0.9999996798710084,True,mu
54,-0.011375000000000001,-0.008275,5.333333333333333,-0.001141070669986492,-0.0001660713181777877,0.9999993351888005,True,mu
55,0.003675,0.010591666666666668,5.333333333333333,-1.6071413165893187e-05,0.001383927245974498,0.9999990422430851,True,anti-mu
56,0.0017083333333333336,0.016325000000000003,5.333333333333333,-6.607136134487232e-05,0.001424998550071529,0.9999989825063362,True,mu
57,-0.005175,0.0017583333333333333,5.333333333333333,-0.000332142596097061,-0.001208927621321515,-0.9999992140873422,True,mu
58,0.0006916666666666665,0.007408333333333334,5.333333333333333,-0.001166070255996984,0.0008071420455335449,0.9999989944004325,True,mu
59,0.009225,0.007058333333333333,5.333333333333333,-0.00011785712020420281,-0.0006089284543140514,-0.9999998076578998,True,anti-mu
60,0.004875,-0.0011083333333333333,5.333333333333333,-0.00044999992127237043,0.00038392850426373793,-0.999999825049472,True,mu
61,0.000275,0.0027083333333333334,5.333333333333333,-1.6071425619352543e-05,0.0006071427451847751,-0.9999998155596814,True,anti-mu
62,0.003325,-0.0017916666666666669,5.333333333333333,-0.0004339284264387874,-0.000692856911358261,0.9999996658276544,True,mu
63,0.004625000000000001,-0.0035916666666666666,5.333333333333333,-0.0004339284797738921,-0.0004839284692121031,0.9999997887596334,True,mu
64,0.002525,-0.0007249999999999998,5.333333333333333,-0.0004928567469604684,0.0011678562046662864,0.9999991966017336,True,mu
65,0.002375,-0.007941666666666668,5.333333333333333,-0.0011410701353996105,-0.0009821417441177984,0.999998866677628,True,anti-mu
66,0.001275,0.001675,5.333333333333333,-0.00016607136976661647,-0.0008249997078657082,0.9999996458978282,True,mu
67,-0.00034166666666666677,-0.007841666666666669,5.333333333333333,-0.0005339284930276215,9.285712923474249e-05,-0.9999998531489482,True,anti-mu
68,-0.0025583333333333335,0.005575,5.333333333333333,-0.00036607139723494425,0.00019285712634874028,-0.9999999143989268,True,anti-mu
69,-0.0013249999999999998,-0.002258333333333333,5.333333333333333,-0.0007660711672294721,-0.0003089284660329153,0.9999996588490264,True,anti-mu
70,-0.0006083333333333332,-0.009208333333333334,5.333333333333333,-0.001116070193233654,0.0009839274823525907,-0.999998893136404,True,mu
71,-0.0024916666666666668,0.0006916666666666668,5.333333333333333,-4.1071399294564745e-05,0.0011928562932337341,-0.9999992877032485,True,mu
72,-0.008975000000000002,-0.004958333333333334,5.333333333333333,-0.0008999996144910537,0.00021607133602077793,0.9999995716568439,True,mu
73,0.000625,0.005158333333333333,5.333333333333333,-0.0002571428337009429,0.00034107139746500457,0.9999999087739282,True,anti-mu
74,0.010608333333333336,-0.005358333333333333,5.333333333333333,-0.00028214280807175294,0.0005178570528158488,-0.999999826109739,True,anti-mu
75,-0.006808333333333333,0.003741666666666667,5.333333333333333,-0.0006678568016207461,-0.0007589281836342286,0.9999994889975219,True,mu
76,-0.011625000000000002,-0.0022416666666666665,5.333333333333333,-0.0003321428041465049,-0.0004571427841905696,0.9999998403508035,True,mu
77,0.0050750000000000005,0.007191666666666668,5.333333333333333,-0.001049999057646467,-0.0008321421103434116,-0.999999102520341,True,anti-mu
78,-0.002125,0.0038083333333333337,5.333333333333333,-0.0005249997566350028,0.0008071424830210781,0.9999995364480263,True,anti-mu
79,-0.004791666666666666,0.011758333333333334,5.333333333333333,-0.000441071203467813,0.0009089281075639083,0.9999994896528143,True,anti-mu
80,-0.007875000000000002,-0.002975,5.333333333333333,-0.0006428570063528796,0.00010714283436817419,0.9999997876276189,True,anti-mu
81,0.0051916666666666665,0.003541666666666667,5.333333333333333,-0.0009178567050951664,-0.00033392841217051695,-0.9999995230153286,True,anti-mu
82,0.0028749999999999995,0.0049250000000000006,5.333333333333333,-0.00014999989788899712,0.001157142069474747,0.9999993192608989,True,mu
83,-0.0036083333333333336,0.0007250000000000001,5.333333333333333,-0.0006249998261280698,-0.00040714274389331434,0.999999721804963,True,anti-mu
84,0.0030583333333333335,0.010308333333333334,5.333333333333333,-0.0002821427048526949,-0.0009999994601981416,-0.9999994601981415,True,mu
85,-0.0012250000000000002,0.0018583333333333334,5.333333333333333,-0.0007499997044533302,0.00047499981282042315,0.9999996059377331,True,anti-mu
86,0.003491666666666667,0.00010833333333333326,5.333333333333333,-0.0001839284537574489,0.0011160707146049414,-0.9999993602780378,True,mu
87,0.0014416666666666668,-0.003841666666666667,5.333333333333333,-0.00029285702229735325,-0.0008589282177686363,0.9999995882384557,True,anti-mu
88,-0.010441666666666669,-0.0016916666666666666,5.333333333333333,-0.001116070662313568,0.0003571426119698338,0.99999931341748,True,mu
89,0.00030833333333333337,-0.007925000000000001,5.333333333333333,-0.0005321427796130927,9.107141531018831e-05,0.9999998542650191,True,mu
90,0.009258333333333334,0.007241666666666667,5.333333333333333,-0.0003089285266355751,-0.0004410713646215691,-0.999999855009598,True,anti-mu
91,-0.002175,-0.0007416666666666666,5.333333333333333,-0.0003428571225221197,-3.392856942175845e-05,0.9999999406489212,True,mu
92,0.006941666666666666,-0.010275000000000001,5.333333333333333,-9.999992941578384e-05,-0.0011839277357725772,0.9999992941573161,True,anti-mu
93,0.0004749999999999999,0.002375,5.333333333333333,-0.0005089284727457453,0.0003589285018338223,0.9999998060810511,True,mu
94,-0.003241666666666667,-0.002541666666666667,5.333333333333333,-8.928571232580795e-06,-0.00020714285269829633,-0.9999999785060593,True,mu
95,-0.002691666666666667,0.012075,5.333333333333333,-0.0010410703857458823,0.0009589276108830771,0.9999989983146429,True,anti-mu
96,0.0015916666666666664,0.005775,5.333333333333333,-0.0009928561659121905,-0.000991070453355072,-0.999999016007511,True,anti-mu
97,0.004275,-0.005625000000000001,5.333333333333333,-3.2142846189287394e-05,0.0008249997188161514,-0.9999996591710927,True,anti-mu
98,0.006608333333333334,-0.008075,5.333333333333333,-0.0009678560945000884,0.0011089273702293936,-0.999998916766747,True,mu
99,-0.0010083333333333335,-0.002075,5.333333333333333,-3.39285700447043e-05,-0.0002839285598236785,-0.9999999591167118,True,anti-mu
100,-0.002258333333333333,-0.011708333333333334,5.333333333333333,-0.0003410710787502286,-0.0013910700017616654,0.9999989742968588,True,mu
101,0.002275,-0.010775000000000002,5.333333333333333,-0.00048214263060328673,-0.0008410710333430691,0.9999995300688898,True,anti-mu
102,-0.0061583333333333325,-0.008891666666666668,5.333333333333333,-8.392856131083544e-05,-0.00048392851306475995,0.9999998793845881,True,anti-mu
103,-0.005391666666666667,-0.008675,5.333333333333333,-0.000382142825824527,-0.00013392856044240698,0.999999918014997,True,mu
104,0.004008333333333333,-0.007141666666666667,5.333333333333333,-0.0005589283436830828,-0.000708928282559266,0.9999995925098154,True,mu
105,-0.0016583333333333335,0.0025416666666666665,5.333333333333333,-0.0005071427727687005,0.0002749999542374157,0.9999998335906026,True,mu
106,-0.000725,-0.010691666666666669,5.333333333333333,-0.0005839283988911169,-0.0004999998522569212,0.9999997045138425,True,mu
107,-0.005675,-0.004391666666666666,5.333333333333333,-0.0004339285271894021,-0.0001249999872550641,0.9999998980405131,True,mu
108,0.0019250000000000003,-0.007691666666666667,5.333333333333333,-0.00020892856269242614,0.000199999991634886,-0.9999999581744289,True,anti-mu
109,-0.003408333333333333,0.0014583333333333334,5.333333333333333,-0.0005428569568629013,-0.0006249997858379608,-0.9999996573407374,True,anti-mu
110,0.00039166666666666674,0.013858333333333334,5.333333333333333,-0.0007249994773670387,-0.0009571421672010924,-0.9999992791270549,True,anti-mu
111,0.0004916666666666666,0.008375,5.333333333333333,-0.0007678569078821125,0.00014999995409217668,-0.9999996939478448,True,mu
112,0.003408333333333334,-0.004058333333333333,5.333333333333333,-0.0006339281372097523,-0.0009839278974630823,0.9999993150102704,True,mu
113,-0.010008333333333334,-0.0020083333333333338,5.333333333333333,-0.0003410714044274631,-0.00015892856017564005,0.9999999292060026,True,mu
114,0.0028750000000000004,-0.007008333333333334,5.333333333333333,-0.000508928501549145,0.00012499998283542282,0.9999998626833829,True,anti-mu
115,0.006291666666666667,-0.0003416666666666667,5.333333333333333,-7.1428553348910725e-06,0.0007089283932706379,-0.9999997486847253,True,mu
