relative_index,rx,ry,rz,vx,vy,vz,is_correct,real_particle
0,0.011775,0.0009416666666666667,5.333333333333333,-0.0009589281081625653,-0.00021607132417695592,-0.9999995168849164,True,mu
1,0.006308333333333335,0.004541666666666667,5.333333333333333,-0.0015249981790578235,0.00024999970148490965,-0.9999988059396384,True,mu
2,0.0016250000000000004,0.002041666666666667,5.333333333333333,-5.8928526477048476e-05,0.0012339276299222523,0.9999992369747254,True,anti-mu
3,0.006908333333333333,0.0008583333333333333,5.333333333333333,-0.00012499997390669201,-0.00063392843910512,0.9999997912548483,True,mu
4,0.012525,-0.0039250000000000005,5.333333333333333,-0.0014410698903887674,-0.00024107117126801283,-0.9999989326005612,True,mu
5,0.003908333333333333,-0.009091666666666666,5.333333333333333,-0.0012999986865954711,0.0005749994190711929,-0.9999989896890309,True,mu
6,-0.0023916666666666665,0.006658333333333333,5.333333333333333,-0.0005589283774560714,-0.0006178569284492565,0.9999996529258821,True,mu
7,0.004008333333333333,-0.0013750000000000001,5.333333333333333,-4.999996829746502e-05,0.0011249992866803663,0.9999993659381035,True,mu
8,-0.00032500000000000004,-0.006974999999999999,5.333333333333333,-1.607142715900723e-05,-0.0004178571063389775,-0.9999999125685705,True,anti-mu
9,0.0026750000000000003,0.008141666666666667,5.333333333333333,-0.00016607139882869913,-0.0005749998970161708,-0.9999998208976881,True,mu
10,-0.003075,0.010358333333333336,5.333333333333333,-0.000658928259443815,-0.0007160710895320318,-0.9999995265277598,True,mu
11,0.0027583333333333336,-0.0012083333333333334,5.333333333333333,-0.0006249998430838403,-0.00033392848759347123,-0.9999997489334493,True,mu
12,0.0030083333333333333,0.001341666666666667,5.333333333333333,-0.0003839283108597394,-0.0010999992534301284,-0.9999993213001166,True,mu
13,-0.0008249999999999997,-0.008141666666666667,5.333333333333333,-0.0009749994485159785,0.0004249997596095794,-0.9999994343754799,True,mu
14,0.001641666666666667,-0.006091666666666666,5.333333333333333,-0.0004249999531173999,0.00019999997793750362,-0.9999998896875184,True,anti-mu
15,-0.002625,-0.004175000000000001,5.333333333333333,-0.0008839276066346641,0.0011839272791826171,-0.999998908493496,True,anti-mu
16,-0.0017916666666666665,-0.0009583333333333333,5.333333333333333,-0.000491071288184059,-0.0005749998356144277,-0.9999997141120482,True,mu
17,-0.004908333333333333,-0.0004583333333333333,5.333333333333333,-0.00033392854099152213,0.0002660714043180666,-0.9999999088488647,True,anti-mu
18,-0.004941666666666667,-0.010308333333333334,5.333333333333333,-0.00038392825507059124,0.0012249989905852325,-0.9999991759879444,True,anti-mu
19,0.0015416666666666669,-0.0044083333333333335,5.333333333333333,-0.001166070564394695,0.00034999974061133743,0.9999992588895356,True,mu
