relative_index,rx,ry,rz,vx,vy,vz,is_correct,real_particle
0,0.0002416666666666665,-0.0015916666666666666,5.0,-0.0012874988797279626,-0.00028749974977832144,0.9999991298448858,True,anti-mu
1,-0.006658333333333333,0.006691666666666668,5.0,-0.0009624995415006226,0.00016249992254237293,0.9999995235940902,True,anti-mu
2,0.0016250000000000004,0.001625,5.0,-4.999996242194271e-05,0.0012249990793369752,0.9999992484383472,True,anti-mu
3,0.006974999999999999,0.001075,5.0,-0.0001249999726178342,-0.0006499998576094218,0.9999997809375724,True,mu
4,0.012041666666666668,-0.004008333333333333,5.0,-0.0014374984743183862,-0.00023749974800365623,-0.9999989385954398,True,mu
5,-0.008341666666666669,-0.003675,5.0,-0.0010624992804615422,0.0004749996782991549,0.9999993227350631,True,anti-mu
6,0.004858333333333333,0.014608333333333334,5.0,-0.0008374993383376475,-0.0009374992593218409,-0.9999992098446865,True,anti-mu
7,0.004591666666666667,-0.01464166666666667,5.0,-6.249993311678405e-05,0.0014624984331503038,-0.9999989285954716,True,anti-mu
8,-0.000525,-0.012025000000000001,5.0,-2.4999995859475994e-05,-0.0005749999047656487,0.9999998343750413,True,mu
9,0.00037499999999999995,0.0004916666666666666,5.0,-0.00027499987511092605,-0.0009124995856444874,0.999999545859684,True,anti-mu
10,-0.003291666666666667,0.010108333333333335,5.0,-0.0006624996865230208,-0.0007124996628589631,-0.9999995267190858,True,mu
11,-0.004258333333333334,-0.004958333333333333,5.0,-0.0007374997441235132,-0.0003874998655840544,0.9999996529689308,True,anti-mu
12,-0.000925,-0.009891666666666667,5.0,-0.00037499975188515233,-0.001087499280523175,0.9999993383600316,True,anti-mu
13,-0.01054166666666667,-0.003908333333333333,5.0,-0.0009124995516592823,0.00038749980964792664,0.9999995085941119,True,anti-mu
14,-0.003708333333333333,-0.003608333333333333,5.0,-0.0006124998598121005,0.00028749993417254854,0.9999997710938284,True,mu
15,-0.010191666666666668,0.005941666666666667,5.0,-0.0005624997475591435,0.000762499657778225,0.9999995510940521,True,mu
16,-0.007558333333333334,-0.0077083333333333335,5.0,-0.0006374996971598825,-0.0007374996496441299,0.9999995248440886,True,anti-mu
17,-0.008025,0.0019916666666666668,5.0,-0.00027499998339264314,0.00021249998717806103,0.9999999396093805,True,mu
18,-0.008375000000000002,0.0005416666666666668,5.0,-0.0002749998873146087,0.0008624996466222877,0.9999995902346269,True,mu
19,0.014558333333333335,-0.008391666666666667,5.0,-0.0013624986194559622,0.00041249958197264085,-0.9999989867202903,True,anti-mu
20,-0.0010083333333333335,-0.0018583333333333334,5.0,-0.0008374996826973761,0.00023749990997856677,0.9999996210939655,True,mu
21,-0.006358333333333334,0.004125,5.0,-0.0004624999482461055,-9.999998880468921e-05,0.9999998880468938,True,anti-mu
22,0.0060416666666666665,-0.002725,5.0,-0.00031249996825341006,-0.0003249999669668018,0.9999998983593904,True,anti-mu
23,0.001325,-0.006458333333333334,5.0,-0.0006749998457520334,3.749999143262012e-05,0.9999997714844534,True,mu
24,0.010158333333333333,-0.004241666666666667,5.0,-0.0014874983124775498,-0.00023749973063913007,-0.9999988654706806,True,mu
